93,84
93,85
93,86
93,87
93,88
93,89
93,90
93,91
92,91
91,91
90,91
89,91
88,91
87,91
86,91
85,91
84,91
82,91
81,91
80,91
79,91
78,91
77,91
76,91
75,91
74,91
73,91
72,91
71,91
70,91
69,91
68,91
67,91
66,91
65,91
64,91
63,91
62,91
61,91
60,91
59,91
58,91
57,91
56,91
55,91
54,91
53,91
52,91
51,91
50,91
49,91
48,91
47,91
46,91
45,91
45,90
45,89
45,88
45,87
45,86
45,85
45,84
45,83
45,82
45,81
45,80
45,79
45,78
45,77
45,76
45,75
45,74
45,73
45,72
45,71
45,70
45,69
45,68
45,67
45,66
45,65
45,64
45,63
45,62
45,60
45,59
45,58
45,57
45,56
45,55
45,54
45,53
45,52
45,51
45,50
45,49
45,48
45,47
45,46
45,45
45,44
45,43
45,42
45,41
45,40
45,39
45,38
45,37
46,37
47,37
48,37
50,37
51,37
53,37
54,37
55,37
56,37
57,37
58,37
59,37
60,37
61,37
62,37
63,37
64,37
65,37
66,37
67,37
68,37
69,37
70,37
71,37
72,37
73,37
74,37
75,37
76,37
77,37
78,37
79,37
80,37
81,37
82,37
84,37
85,37
86,37
87,37
89,37
90,37
91,37
92,37
93,37
94,37
95,37
96,37
97,37
98,37
98,38
98,39
98,40
98,41
98,42
98,43
98,44
98,45
98,46
98,47
98,48
98,49
98,50
98,51
98,52
98,53
98,54
98,55
98,56
98,57
98,58
98,59
98,60
98,61
98,62
98,63
97,63
96,63
95,63
94,63
92,63
91,63
90,63
89,63
87,63
86,63
85,63
84,63
82,63
81,63
80,63
79,63
78,63
77,63
76,63
75,63
74,63
73,63
72,63
71,63
70,63
69,63
68,63
67,63
66,63
65,63
64,63
63,63
62,63
61,63
60,63
59,63
58,63
57,63
56,63
55,63
54,63
53,63
52,63
51,63
50,63
48,63
47,63
46,63
44,63
43,63
42,63
41,63
40,63
39,63
37,63
36,63
35,63
34,63
33,63
32,63
31,63
30,63
29,63
29,62
29,61
29,60
29,59
29,58
29,57
29,56
29,55
29,54
29,53
29,52
29,51
30,51
31,51
32,51
33,51
34,51
35,51
36,51
37,51
38,51
39,51
40,51
41,51
42,51
43,51
44,51
46,51
47,51
48,51
50,51
51,51
52,51
53,51
54,51
55,51
56,51
57,51
58,51
59,51
60,51
61,51
62,51
63,51
64,51
65,51
66,51
67,51
68,51
69,51
70,51
71,51
72,51
73,51
74,51
75,51
76,51
77,51
78,51
79,51
79,52
79,53
79,54
79,55
79,56
79,57
79,58
79,59
79,60
79,62
79,64
79,65
79,66
79,67
79,68
79,69
79,70
79,71
79,72
79,73
79,74
79,75
79,76
79,77
79,78
79,79
79,81
79,82
79,83
79,84
79,85
79,86
79,87
79,88
79,89
79,90
79,92
79,94
79,95
79,96
78,96
77,96
76,96
75,96
74,96
73,96
72,96
71,96
70,96
69,96
68,96
67,96
66,96
65,96
64,96
63,96
62,96
61,96
60,96
59,96
58,96
57,96
56,96
55,96
54,96
53,96
52,96
51,96
50,96
49,96
48,96
47,96
46,96
45,96
44,96
43,96
42,96
41,96
40,96
39,96
38,96
37,96
36,96
35,96
34,96
33,96
32,96
31,96
30,96
29,96
28,96
27,96
26,96
25,96
24,96
24,95
24,94
24,93
24,92
24,91
24,90
24,89
24,88
24,87
24,86
24,85
24,84
24,83
24,82
24,81
24,80
24,79
24,78
24,77
24,76
24,75
24,74
24,73
24,72
24,71
24,70
24,69
24,68
24,67
24,66
24,65
24,64
24,63
24,62
24,61
24,60
24,59
24,58
24,57
24,56
24,55
24,54
24,53
24,52
24,51
24,50
24,49
24,48
24,47
24,46
24,45
24,44
24,43
24,42
25,42
26,42
27,42
28,42
29,42
